,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes
500,20230417121500,https://www.gdnonline.com/Details/1229553,-1.12359550561798,TAX_DISEASE;TAX_DISEASE_ULCERATIVE;TAX_DISEASE_COLITIS;TAX_DISEASE_ULCERATIVE_COLITIS;GENERAL_HEALTH;TAX_DISEASE_DISEASE;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;UNGP_HEALTHCARE;TAX_DISEASE_CROHN_DISEASE;TAX_DISEASE_DISEASES;TAX_DISEASE_AUTOIMMUNE_DISEASES;TAX_ECON_PRICE;UNGP_FORESTS_RIVERS_OCEANS;WB_476_GREEN_GROWTH;WB_471_ECONOMIC_GROWTH;WB_1100_SUSTAINABLE_GROWTH;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;TAX_DISEASE_CANCER;WB_1431_CANCER;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;WB_2299_PIPELINES;WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS;WB_507_ENERGY_AND_EXTRACTIVES;WB_548_PPP_IN_OIL_AND_GAS;PROTEST;TAX_RELIGION;TAX_RELIGION_AGNOSTIC;SCIENCE;TAX_DISEASE_COVID-19;,"['merck & co inc', 'pfizer inc']","TAX_DISEASE,GENERAL_HEALTH,PROTEST,SCIENCE"
516,20230417121500,https://journalstar.com/business/local/lincoln-robotic-surgery-company-moving-to-new-office-as-it-prepares-for-expansion/article_3e499efc-d563-11ed-86e2-4304714daf27.html,0.576036866359447,MEDICAL;EDUCATION;TAX_FNCACT;TAX_FNCACT_PROFESSOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;GENERAL_HEALTH;CRISISLEX_C03_WELLBEING_HEALTH;SOC_POINTSOFINTEREST_MEDICAL_CENTER;SCIENCE;SOC_INNOVATION;WB_1331_HEALTH_TECHNOLOGIES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1362_MEDICAL_EQUIPMENT;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_ENGINEERS;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;ECON_ENTREPRENEURSHIP;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;EPU_CATS_HEALTHCARE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_DISEASE;TAX_DISEASE_HERNIA;TAX_FNCACT_SURGEON;EPU_ECONOMY_HISTORIC;TAX_FNCACT_CEO;TAX_FNCACT_PHYSICIAN;PROTEST;TAX_FNCACT_WOMEN;NEW_CONSTRUCTION;,['johnson johnson'],"MEDICAL,EDUCATION,GENERAL_HEALTH,SCIENCE,GENERAL_GOVERNMENT,ECON_ENTREPRENEURSHIP,TAX_DISEASE,PROTEST,NEW_CONSTRUCTION"
521,20230417121500,https://saharareporters.com/2023/04/17/terrorists-kill-over-100-people-southern-kaduna-4-months-amnesty-international,-8.71794871794872,TAX_AIDGROUPS;TAX_AIDGROUPS_AMNESTY_INTERNATIONAL;TERROR;ARMEDCONFLICT;KILL;CRISISLEX_T03_DEAD;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;GOV_LOCALGOV;WB_2142_LOCAL_GOVERNMENT;WB_1502_EDUCATIONAL_DECENTRALIZATION;WB_470_EDUCATION;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION;TAX_FNCACT_VILLAGERS;CRISISLEX_T04_INFRASTRUCTURE;TAX_ETHNICITY;TAX_ETHNICITY_FULANI;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FULANI;WB_2433_CONFLICT_AND_VIOLENCE;WB_2448_MILITIA;WB_2445_NON_STATE_SECURITY_ACTORS;PROTEST;,['twitter inc'],"TERROR,ARMEDCONFLICT,KILL,SELF_IDENTIFIED_HUMAN_RIGHTS,GENERAL_GOVERNMENT,TAX_ETHNICITY,PROTEST"
526,20230417121500,https://www.collegian.psu.edu/partners/arts/james-gunn-tells-critic-dc-studios-supports-his-promotion-of-his-final-marvel-movie/article_4fca3838-6e16-5331-8969-c97936640eaf.html,-1.38504155124654,TAX_FNCACT;TAX_FNCACT_EXECUTIVE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EPU_ECONOMY_HISTORIC;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_CRISISLEXREC;CRISISLEX_T01_CAUTION_ADVICE;TAX_FNCACT_CRITIC;MEDIA_MSM;TAX_FNCACT_KING;WB_2937_SILVER;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;ALLIANCE;,['instagram'],ALLIANCE
534,20230417121500,https://www.benzinga.com/pressreleases/23/04/g31826079/radiopharm-theranostics-enters-into-supply-agreement-with-terthera-for-terbium-161-isotope,0.792602377807134,TAX_FNCACT;TAX_FNCACT_DEVELOPER;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1615_THERAPEUTIC;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_DISEASE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TRIAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_FNCACT_DIRECTOR;TAX_FNCACT_MANAGING_DIRECTOR;TAX_DISEASE_TUMOR;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_CEO;SOC_INNOVATION;WB_2299_PIPELINES;WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS;WB_507_ENERGY_AND_EXTRACTIVES;WB_548_PPP_IN_OIL_AND_GAS;TAX_ECON_PRICE;USPEC_POLITICS_GENERAL1;EPU_ECONOMY_HISTORIC;TAX_FNCACT_FOUNDERS;GENERAL_HEALTH;MEDICAL;WB_1331_HEALTH_TECHNOLOGIES;WB_1350_PHARMACEUTICALS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_DISEASE_TUMOUR;TAX_FNCACT_DIRECTORS;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHAIRMAN;MEDIA_SOCIAL;,['twitter inc'],"TAX_DISEASE,TRIAL,GENERAL_HEALTH,MEDICAL,EDUCATION"
536,20230417121500,https://www.wired.com/story/openai-ceo-sam-altman-the-age-of-giant-ai-models-is-already-over/,2.45746691871456,TAX_FNCACT;TAX_FNCACT_CEO;TAX_ECON_PRICE;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_BARD;ECON_ENTREPRENEURSHIP;UNGP_FORESTS_RIVERS_OCEANS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SCIENCE;,"['microsoft corp', 'google']","ECON_ENTREPRENEURSHIP,SCIENCE"
559,20230417121500,https://www.bryantimes.com/news/entertainment/my-gorgeous-preggers-bestie-lindsay-lohans-family-and-friends-throw-baby-shower-for-her/article_96efb440-d32a-5b0c-9175-b5d9e453d5b3.html,5.55555555555556,TAX_FNCACT;TAX_FNCACT_BABY;TAX_FNCACT_ACTRESS;TAX_DISEASE;TAX_DISEASE_PREGNANCY;USPEC_POLITICS_GENERAL1;TAX_FNCACT_REPRESENTATIVE;,['instagram'],TAX_DISEASE
565,20230417121500,https://www.pinkvilla.com/entertainment/hollywood/most-famous-actors-of-all-time-1217039,7.08845928529584,TAX_FNCACT;TAX_FNCACT_ACTRESSES;WB_2931_IRON;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;TAX_FNCACT_MAN;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;CRIME_ILLEGAL_DRUGS;WB_1406_DISEASES;WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH;WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT_ACTOR;TAX_FNCACT_DETECTIVE;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;TAX_FNCACT_CHILDREN;TAX_FNCACT_WOMAN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_WOLVERINE;MEDIA_MSM;EPU_ECONOMY_HISTORIC;TAX_FNCACT_AMBASSADOR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CAPTAIN;TAX_FNCACT_CAPTAIN;MILITARY;TAX_MILITARY_TITLE_SOLDIER;TAX_FNCACT_SOLDIER;TAX_FNCACT_WRESTLER;CRISISLEX_CRISISLEXREC;USPEC_POLITICS_GENERAL1;TAX_DISEASE;TAX_DISEASE_COVID;TAX_FNCACT_PRODUCER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_BARBER;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;TAX_FNCACT_BABY;TAX_FNCACT_DIRECTOR;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;MEDIA_SOCIAL;GENERAL_HEALTH;MEDICAL;WB_1430_MENTAL_HEALTH;TAX_DISEASE_DEPRESSION;TAX_DISEASE_AGORAPHOBIA;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_CHILD;WB_1428_INJURY;CRISISLEX_T02_INJURED;CRISISLEX_C03_WELLBEING_HEALTH;TAX_AIDGROUPS;TAX_AIDGROUPS_UNICEF;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_PRINCE;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_KING;SCIENCE;TAX_FNCACT_KNIGHT;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_RELIGION_SCIENTOLOGY;TAX_FNCACT_LEADER;,['disney parks  experiences and products'],"CRIME_ILLEGAL_DRUGS,MILITARY,TAX_DISEASE,TAX_ETHNICITY,EDUCATION,GENERAL_HEALTH,MEDICAL,SECURITY_SERVICES,SCIENCE"
578,20230417121500,https://www.retailgazette.co.uk/blog/2023/04/urban-outfitters-summer-dress-popup/,4.74308300395257,TAX_FNCACT;TAX_FNCACT_RETAILER;TAX_FNCACT_DIRECTOR;GEN_HOLIDAY;,['urban outfitters inc'],GEN_HOLIDAY
587,20230417121500,https://www.thesun.co.uk/tvandshowbiz/22063214/billie-faiers-instagram-trolls-family-holiday-filming-itv/,5.3475935828877,GEN_HOLIDAY;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_SHEPHERD;TAX_FNCACT_CHILDREN;TAX_FNCACT_BABY;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ECON_PRICE;ECON_COST_OF_LIVING;CRISISLEX_CRISISLEXREC;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;,['instagram'],"GEN_HOLIDAY,ECON_COST_OF_LIVING,MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED"
599,20230417121500,https://fadmagazine.com/2023/04/17/aries-opens-4000-sq-ft-space-in-soho-london/,3.52941176470588,TAX_FNCACT;TAX_FNCACT_PAPERBOY;WB_698_TRADE;TAX_ETHNICITY;TAX_ETHNICITY_ITALIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ITALIAN;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;EPU_ECONOMY_HISTORIC;TAX_FNCACT_OFFICIAL;TAX_FNCACT_PHOTOGRAPHER;TAX_FNCACT_DIRECTOR;TAX_FNCACT_CREATIVE_DIRECTOR;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_ARTISTS;TAX_WORLDFISH;TAX_WORLDFISH_SKATE;WB_2670_JOBS;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_WORLDFISH_SKATES;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;,['google'],TAX_ETHNICITY
607,20230417121500,https://siouxcityjournal.com/partners/ap/national/shooting-at-alabama-birthday-party-kills-4-people-wounds-28/article_17603b6f-916d-5e3a-a6b4-1610aee70c2e.html,-1.30272952853598,EDUCATION;,"[""mcdonald's corp""]",EDUCATION
617,20230417121500,https://nypost.com/2023/04/17/armie-hammer-sex-assault-allegations-being-reviewed-by-la-da/,-5.83016476552598,TRIAL;TAX_FNCACT;TAX_FNCACT_ATTORNEY;TAX_FNCACT_DISTRICT_ATTORNEY;UNGP_CRIME_VIOLENCE;RAPE;WB_742_YOUTH_AND_GENDER_BASED_VIOLENCE;WB_2443_RAPE_AND_SEXUAL_VIOLENCE;WB_738_SOCIAL_COHESION;WB_134_SOCIAL_DEVELOPMENT;TAX_FNCACT_ACTOR;TAX_FNCACT_CRIMINAL;TAX_FNCACT_WOMEN;SOC_SUICIDE;STRIKE;UNGP_FORESTS_RIVERS_OCEANS;KILL;NATURAL_DISASTER;NATURAL_DISASTER_DROWNED;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TAX_WORLDFISH;TAX_WORLDFISH_SHARK;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;TAX_FNCACT_CHILDREN;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TRANSPARENCY;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_PASTOR;SCANDAL;AFFECT;TAX_FNCACT_WOMAN;,['instagram'],"TRIAL,RAPE,SOC_SUICIDE,STRIKE,KILL,NATURAL_DISASTER,MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED,TRANSPARENCY,TAX_DISEASE"
621,20230417121500,https://www.dailypioneer.com/2023/trending-news/cook-to-welcome-customers-at-apple-s-first-store-in-india.html,2.01005025125628,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_COOK;EPU_ECONOMY_HISTORIC;TAX_FNCACT_EXECUTIVES;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_SENIOR_VICE_PRESIDENT;MEDIA_MSM;IDEOLOGY;UNGP_FORESTS_RIVERS_OCEANS;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;ECON_HOUSING_PRICES;CRISISLEX_T04_INFRASTRUCTURE;TAX_ETHNICITY_BLACK;WB_2943_SWITCHES;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICYMAKERS;ECON_FOREIGNINVEST;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1081_FINANCE_AND_GROWTH;WB_863_FDI_SPILLOVERS;TAX_FNCACT_DISTRIBUTOR;NEGOTIATIONS;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES_KOREAN;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;TAX_DISEASE;TAX_DISEASE_COVID;GENERAL_HEALTH;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;,"['microsoft corp', 'facebook inc']","TAX_ETHNICITY,ECON_HOUSING_PRICES,ECON_FOREIGNINVEST,NEGOTIATIONS,TAX_DISEASE,GENERAL_HEALTH,HEALTH_PANDEMIC"
627,20230417121500,https://www.msn.com/en-us/money/companies/tesla-workers-criticized-elon-musk-online-and-some-people-even-complained-to-his-mom-after-performance-bonuses-were-cut-at-its-shanghai-factory/ar-AA19XvMM,-1.92307692307692,TAX_FNCACT;TAX_FNCACT_WORKERS;TAX_FNCACT_SUPERVISORS;TAX_FNCACT_WORKER;KILL;CRISISLEX_T03_DEAD;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_CEO;MANMADE_DISASTER_IMPLIED;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;WB_2089_ETHICS_AND_CODES_OF_CONDUCT;TAX_DISEASE;TAX_DISEASE_COVID;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;GOV_LOCALGOV;WB_2142_LOCAL_GOVERNMENT;WB_1502_EDUCATIONAL_DECENTRALIZATION;WB_470_EDUCATION;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_FACTORY_WORKERS;WB_2058_INDIVIDUAL_PERFORMANCE_MANAGEMENT;SCIENCE;TAX_FNCACT_RESEARCHER;UNGP_JOB_OPPORTUNITIES_WORKING_CONDITIONS;TAX_FNCACT_INSIDER;,['twitter inc'],"KILL,MANMADE_DISASTER_IMPLIED,TAX_DISEASE,GENERAL_GOVERNMENT,SCIENCE"
629,20230417121500,https://www.ksdk.com/article/news/nation-world/netflix-love-is-blind-live-reunion-delay/507-9c410e95-20d2-4f79-8146-bdb00e5dec1d,-0.169779286926994,CRISISLEX_C03_WELLBEING_HEALTH;DELAY;USPEC_UNCERTAINTY1;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_T11_UPDATESSYMPATHY;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT;TAX_FNCACT_MARSHALL;TAX_FNCACT_MAN;UNREST_BELLIGERENT;MEDIA_MSM;,"['twitter inc', 'netflix inc', 'instagram']",DELAY
643,20230417121500,https://www.mirror.co.uk/3am/celebrity-news/jamie-oliver-insists-son-buddy-29730350,3.53634577603143,WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_CHEF;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_FNCACT_YOUNGSTER;TAX_WORLDFISH;TAX_WORLDFISH_MACKEREL;EPU_ECONOMY_HISTORIC;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_CHEFS;UNEMPLOYMENT;TAX_FNCACT_UNEMPLOYED;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;AGRICULTURE;TAX_FNCACT_FARMERS;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_FISHERMEN;TAX_FNCACT_MAN;TAX_FNCACT_CHILDREN;EDUCATION;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_FATHER;,['instagram'],"UNEMPLOYMENT,AGRICULTURE,MARITIME_INCIDENT,MARITIME,MANMADE_DISASTER_IMPLIED,EDUCATION"
663,20230417121500,https://www.wuwf.org/2023-04-16/4-were-killed-and-28-injured-in-a-shooting-at-a-teens-birthday-party-in-alabama,-4.1044776119403,EDUCATION;,['twitter inc'],EDUCATION
682,20230417121500,http://www.itnewsonline.com/PR.com/Digital-Asset-Researchs-FTSE-DAR-Pricing-and-Exchange-Vetting-to-Serve-as-the-Foundation-for-Eurexs-Bitcoin-Index-Futures/26023,3.26704545454545,ECON_STOCKMARKET;ECON_BITCOIN;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;TAX_FNCACT;TAX_FNCACT_CEO;EPU_ECONOMY_HISTORIC;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_INVESTOR;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TAX_ECON_PRICE;WB_698_TRADE;TRANSPARENCY;WB_1245_FINANCIAL_VULNERABILITY_AND_RISKS;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_327_VULNERABILITY_AND_RISK_ASSESSMENTS;TAX_FNCACT_REGULATORS;TAX_FNCACT_VET;,['twitter inc'],"ECON_STOCKMARKET,TRANSPARENCY"
