,Unnamed: 0,DATE,DocumentIdentifier,V2Tone,Themes,Organizations,FinalThemes,dates
499,3929,20230417120000,https://fortune.com/2023/04/17/union-pacific-freight-train-collision-texas-injures-2-latest-derailment/,-2.68817204301075,MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;TAX_FNCACT;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_ENGINEER;TAX_FNCACT_CONDUCTOR;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;RAIL_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_DERAILED;CRISISLEX_C03_WELLBEING_HEALTH;WB_135_TRANSPORT;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_1324_EMERGENCY_MEDICAL_SERVICES;WB_1305_HEALTH_SERVICES_DELIVERY;CRISISLEX_O02_RESPONSEAGENCIESATCRISIS;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;TAX_FNCACT_SHERIFF;CRISISLEX_C07_SAFETY;UNGP_CRIME_VIOLENCE;,['union pacific corp'],"MANMADE_DISASTER_IMPLIED,PUBLIC_TRANSPORT,RAIL_INCIDENT,MANMADE_DISASTER,GENERAL_HEALTH,MEDICAL,TAX_FOODSTAPLES",2023-04-17 12:00:00
500,3947,20230417120000,https://www.tickerreport.com/banking-finance/10431034/jpmorgan-chase-co-nysejpm-price-target-increased-to-165-00-by-analysts-at-wells-fargo-company.html,1.33333333333333,TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;EPU_ECONOMY_HISTORIC;TAX_FNCACT_ANALYST;TAX_FNCACT_INSIDER;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;TAX_FNCACT_CEO;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_INSIDERS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_332_CAPITAL_MARKETS;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;,"['citigroup inc', 'morgan stanley', 'jpmorgan chase & co', 'goldman sachs group inc', 'wells fargo & co']","TAX_DISEASE,ECON_DEBT",2023-04-17 12:00:00
501,3950,20230417120000,https://news.yahoo.com/netflixs-love-blind-live-reunion-105623774.html,2.53164556962025,DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;SOC_EXPRESSREGRET;MEDIA_SOCIAL;CRISISLEX_T11_UPDATESSYMPATHY;USPEC_POLICY1;DEMOCRACY;TAX_FNCACT;TAX_FNCACT_SEAMSTRESS;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;TAX_FNCACT_REPRESENTATIVE;TAX_FNCACT_INSIDER;,"['twitter inc', 'instagram', 'netflix inc']","DELAY,DEMOCRACY",2023-04-17 12:00:00
502,3953,20230417120000,https://www.huffpost.com/entry/ralph-yarl-shot-homeowner_n_643d0ebce4b05765f3830683,-4.47957839262187,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KANSAS;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TRIAL;TAX_FNCACT_PROSECUTOR;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_CHIEF;TAX_FNCACT_POLICE_CHIEF;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;URBAN;EPU_CATS_MIGRATION_FEAR_FEAR;WOUND;TAX_FNCACT_OFFICIALS;TAX_FNCACT_VICTIM;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;SOC_GENERALCRIME;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;LEGISLATION;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T11_UPDATESSYMPATHY;MEDIA_SOCIAL;ARREST;TAX_FNCACT_DETECTIVES;TAX_WEAPONS;TAX_WEAPONS_FIREARM;EPU_POLICY;EPU_POLICY_LAW;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_2082_LAW_ENFORCEMENT;LEADER;TAX_FNCACT_MAYOR;MEDIA_MSM;PROTEST;SOC_MARGINALIZE;UNGP_CRIME_VIOLENCE;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_POLITICAL_FREEDOMS;TAX_FNCACT_ATTORNEY;KILL;TAX_FNCACT_DETECTIVE;TAX_FNCACT_MAN;TAX_FNCACT_OFFICERS;,['twitter inc'],"SECURITY_SERVICES,TRIAL,TAX_ETHNICITY,URBAN,WOUND,SOC_GENERALCRIME,LEGISLATION,GENERAL_HEALTH,MEDICAL,ARREST,TAX_WEAPONS,PROTEST,SELF_IDENTIFIED_HUMAN_RIGHTS,KILL",2023-04-17 12:00:00
503,3954,20230417120000,https://www.fox5ny.com/news/walgreens-employee-claims-self-defense-after-shooting-pregnant-alleged-shoplifter-resulting-in-early-birth,-4.2713567839196,ALLIANCE;TAX_FNCACT;TAX_FNCACT_PHOTOGRAPHER;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_EMPLOYEE;TAX_FNCACT_WOMAN;TAX_FNCACT_SHOPLIFTER;TAX_FNCACT_LEADER;WOUND;CRISISLEX_T02_INJURED;UNGP_FORESTS_RIVERS_OCEANS;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_CRISISLEXREC;TAX_FNCACT_CHILD;ARMEDCONFLICT;TAX_FNCACT_WOMEN;MANMADE_DISASTER_IMPLIED;TAX_WEAPONS;TAX_WEAPONS_PISTOL;TAX_DISEASE;TAX_DISEASE_WOUNDS;TAX_FNCACT_DETECTIVES;TAX_WEAPONS_GUN;SEIZE;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;TRIAL;TAX_FNCACT_ATTORNEY;TAX_FNCACT_DISTRICT_ATTORNEY;TAX_FNCACT_SPOKESPERSON;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_FNCACT_AUTHORITIES;EPU_POLICY;EPU_POLICY_AUTHORITIES;GOV_LOCALGOV;,"['walgreens boots alliance inc', 'walgreens boots alliance inc']","ALLIANCE,SECURITY_SERVICES,WOUND,GENERAL_HEALTH,MEDICAL,ARMEDCONFLICT,MANMADE_DISASTER_IMPLIED,TAX_WEAPONS,TAX_DISEASE,SEIZE,TRIAL",2023-04-17 12:00:00
504,3960,20230417120000,https://www.tickerreport.com/banking-finance/10431016/royal-bank-of-canada-boosts-pagerduty-nysepd-price-target-to-37-00.html,1.69491525423729,TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT_ANALYST;TAX_FNCACT_RESEARCH_ANALYST;TAX_FNCACT_INSIDER;EPU_ECONOMY_HISTORIC;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_SENIOR_VICE_PRESIDENT;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;TAX_FNCACT_CEO;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER;TAX_FNCACT_INSIDERS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;,['morgan stanley'],TAX_DISEASE,2023-04-17 12:00:00
505,3961,20230417120000,https://www.ok.co.uk/lifestyle/baywatch-return-after-22-years-29728522,2.05303678357571,TAX_FNCACT;TAX_FNCACT_ACTRESS;MANMADE_DISASTER_IMPLIED;CRIME_ILLEGAL_DRUGS;,['netflix inc'],"MANMADE_DISASTER_IMPLIED,CRIME_ILLEGAL_DRUGS",2023-04-17 12:00:00
506,3972,20230417120000,https://www.mirror.co.uk/3am/celebrity-news/love-islands-liberty-poole-admits-29730179,4.14746543778802,MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_VICTIM;KILL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CORNISH;,['instagram'],KILL,2023-04-17 12:00:00
507,3973,20230417120000,https://freebeacon.com/democrats/how-walmart-pushed-arkansas-public-schools-to-go-woke/,-0.938009787928221,EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT;TAX_FNCACT_ADMINISTRATORS;TAX_FNCACT_LEADERS;TAX_FNCACT_TEACHER;WB_1532_TEACHER_TRAINING;WB_470_EDUCATION;WB_1523_TEACHERS_MANAGEMENT;WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION;SOC_POINTSOFINTEREST_HEADQUARTERS;SOC_POINTSOFINTEREST_SCHOOLS;SOC_POINTSOFINTEREST_UNIVERSITY;IDEOLOGY;UNGP_FORESTS_RIVERS_OCEANS;WB_695_POVERTY;INEQUALITY;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;ARMEDCONFLICT;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_STUDENTS;TAX_FNCACT_RETAILER;DEMOCRACY;UNGP_POLITICAL_FREEDOMS;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;EPU_ECONOMY_HISTORIC;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICANS;ELECTION;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_FNCACT_CHILDREN;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_ETHNICITY_DIME;WB_2433_CONFLICT_AND_VIOLENCE;WB_2465_REVOLUTIONARY_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;WB_2141_EDUCATION_DISTRICTS;WB_1502_EDUCATIONAL_DECENTRALIZATION;TRANSPARENCY;TRIAL;DELAY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SUPERINTENDENT;TAX_FNCACT_SUPERINTENDENT;TAX_FNCACT_DIRECTOR;WB_481_SECONDARY_EDUCATION;WB_478_LEVELS_OF_EDUCATION;EPU_CATS_MIGRATION_FEAR_MIGRATION;WB_2670_JOBS;WB_2890_AFFIRMATIVE_ACTION;WB_2889_MINORITIES_AND_DISENFRANCHISED_GROUPS_AND_JOBS;WB_2884_INCLUSIVE_JOBS;EPU_CATS_REGULATION;MEDIA_SOCIAL;TAX_FNCACT_BOARD_MEMBER;SOC_POINTSOFINTEREST_HIGH_SCHOOL;WB_841_JUSTICE_SYSTEM_ADMINISTRATION;WB_1922_GOVERNANCE_STRUCTURES;TAX_FNCACT_ADMINISTRATOR;PUBLIC_TRANSPORT;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;TAX_FNCACT_SPOKESPERSON;USPEC_POLICY1;DISABILITY;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_CHILD;TAX_FNCACT_PEERS;TAX_FNCACT_PRINCIPAL;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_635_PUBLIC_HEALTH;WB_1464_HEALTH_OF_THE_DISABLED;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_FNCACT_CULPRITS;WB_837_OPEN_GOVERNMENT_AND_TRANSPARENCY;WB_831_GOVERNANCE;WB_2031_RIGHT_TO_INFORMATION;GOV_FOIA;TAX_FNCACT_JUDGE;USPEC_UNCERTAINTY1;LEGISLATION;EPU_POLICY_LAW;TAX_FNCACT_ATTORNEY;EPU_ECONOMY;WB_1467_EDUCATION_FOR_ALL;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_POLITICIANS;EPU_POLICY_POLITICAL;TAX_FNCACT_LEGISLATORS;VETO;BAN;LGBT;MEDICAL;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_OUTLAW;AFFECT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GOLIATH;,"['facebook inc', 'walmart inc']","EDUCATION,MANMADE_DISASTER_IMPLIED,ARMEDCONFLICT,TAX_ETHNICITY,DEMOCRACY,SELF_IDENTIFIED_HUMAN_RIGHTS,ELECTION,GENERAL_GOVERNMENT,TRANSPARENCY,TRIAL,DELAY,PUBLIC_TRANSPORT,DISCRIMINATION,DISABILITY,LEGISLATION,BAN,LGBT,MEDICAL",2023-04-17 12:00:00
508,3988,20230417120000,https://biztoc.com/x/10862aa605a1c510,-6.15384615384615,TAX_DISEASE;TAX_DISEASE_WEIGHT_LOSS;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;WB_1614_NUTRITIONAL_PROGRAMS;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1615_THERAPEUTIC;WB_1466_SOCIAL_ASSISTANCE;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_DISEASE_BODY_WEIGHT;,['nasdaq inc'],TAX_DISEASE,2023-04-17 12:00:00
509,3992,20230417120000,https://www.marketscreener.com/quote/stock/SINCH-AB-54785943/news/Invitation-to-presentation-of-Sinch-s-interim-report-for-the-first-quarter-2023-43518903/,1.88679245283019,TAX_FNCACT;TAX_FNCACT_INVESTOR;TAX_FNCACT_DIRECTOR;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;WB_698_TRADE;ECON_STOCKMARKET;,['nasdaq inc'],ECON_STOCKMARKET,2023-04-17 12:00:00
510,3994,20230417120000,https://stocksregister.com/2023/04/17/is-now-the-right-time-to-buy-marvell-technology-inc-nasdaq-mrvl-stock/,1.19565217391304,WB_698_TRADE;TAX_ECON_PRICE;ECON_STOCKMARKET;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;ECON_EARNINGSREPORT;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_ANALYST;UNGP_FORESTS_RIVERS_OCEANS;MOVEMENT_GENERAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;WB_1150_VOLATILITY;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;TAX_FNCACT_PEERS;EPU_ECONOMY_HISTORIC;TAX_FNCACT_INSIDERS;,"['qualcomm inc', 'marvell technology group ltd', 'broadcom inc.', 'nvidia corp', 'nasdaq inc']","ECON_STOCKMARKET,ECON_EARNINGSREPORT,MOVEMENT_GENERAL,TAX_DISEASE",2023-04-17 12:00:00
511,4002,20230417120000,https://economictimes.indiatimes.com/news/india/tripura-shuts-government-schools-till-april-23-amid-heatwave/articleshow/99559452.cms,1.53846153846154,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_MINISTER;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;NATURAL_DISASTER;NATURAL_DISASTER_HEATWAVE;CRISISLEX_O01_WEATHER;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_STUDENTS;MEDIA_SOCIAL;CLOSURE;WB_498_EDUCATION_FINANCE;WB_1540_ECONOMICS_OF_EDUCATION;WB_1490_PRIVATE_EDUCATION;WB_470_EDUCATION;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_FNCACT_OFFICIALS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TRIPURA;,['facebook inc'],"GENERAL_GOVERNMENT,EDUCATION,NATURAL_DISASTER,GENERAL_HEALTH,MEDICAL,CLOSURE",2023-04-17 12:00:00
512,4009,20230417120000,https://gazette.com/news/us-world/analysis-rocket-startups-face-adapt-or-die-moment-amid-investment-drought/article_55f62787-b8b6-5fae-b255-1c9f5e672a4a.html,-2.85714285714286,WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_2120_SATELLITES;WB_2329_ACCESS_AND_CONNECTIVITY;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MANMADE_DISASTER_IMPLIED;ECON_ENTREPRENEURSHIP;UNGP_FORESTS_RIVERS_OCEANS;EPU_ECONOMY_HISTORIC;TAX_ECON_PRICE;EPU_POLICY;EPU_POLICY_FEDERAL_RESERVE;EPU_CATS_MONETARY_POLICY;ECON_INTEREST_RATES;EPU_POLICY_INTEREST_RATE;TAX_FNCACT;TAX_FNCACT_CEO;ECON_INFLATION;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_442_INFLATION;ALLIANCE;EPU_POLICY_REGULATORY;ECON_STOCKMARKET;ACT_MAKESTATEMENT;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY;TAX_ETHNICITY_UKRAINIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_UKRAINIAN;CRISISLEX_C07_SAFETY;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_ETHNICITY_UKRAINIANS;TAX_WORLDLANGUAGES_UKRAINIANS;TAX_FNCACT_FOUNDER;SANCTIONS;TAX_WORLDLANGUAGES_RUSSIA;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;KILL;TAX_WORLDLANGUAGES_BAIN;,['nasdaq inc'],"MANMADE_DISASTER_IMPLIED,ECON_ENTREPRENEURSHIP,ECON_INTEREST_RATES,ALLIANCE,ECON_STOCKMARKET,TAX_ETHNICITY,SANCTIONS,KILL",2023-04-17 12:00:00
513,4015,20230417120000,https://www.koimoi.com/bollywood-news/sohail-khan-gets-trolled-for-his-casual-appearance-at-bada-siddiquis-iftaar-party-as-he-poses-with-son-yohan-netizen-says-iski-biwi-itni-badi-designer-hai-bete-ka/,-1.05708245243129,USPEC_POLITICS_GENERAL1;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;LEADER;TAX_FNCACT;TAX_FNCACT_POLITICIAN;EPU_ECONOMY_HISTORIC;TAX_ETHNICITY_BLACK;TAX_FNCACT_ACTOR;TAX_FNCACT_CHILD;TAX_FNCACT_FATHER;TAX_FNCACT_DESIGNER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BACHE;MEDIA_SOCIAL;,"['facebook inc', 'instagram']",TAX_ETHNICITY,2023-04-17 12:00:00
514,4017,20230417120000,https://www.jpost.com/israel-news/article-739435,2.71844660194175,TAX_FNCACT;TAX_FNCACT_ACTRESS;AFFECT;CRISISLEX_T02_INJURED;CRISISLEX_CRISISLEXREC;CRISISLEX_T11_UPDATESSYMPATHY;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_WOMAN;EXTREMISM;TAX_FNCACT_GUARD;TAX_FNCACT_ACTOR;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_SPY;,"['instagram', 'netflix inc']",EXTREMISM,2023-04-17 12:00:00
515,4021,20230417120000,https://mykisscountry937.com/ldwf-secretary-resigns-amidst-alleged-bribery-scandal/,-3.17796610169492,LEADER;TAX_FNCACT;TAX_FNCACT_GOVERNOR;UNGP_FORESTS_RIVERS_OCEANS;ENV_FISHERY;MEDIA_SOCIAL;APPOINTMENT;TAX_FNCACT_BUSINESSMAN;TAX_WORLDREPTILES;TAX_WORLDREPTILES_ALLIGATOR;AGRICULTURE;TAX_FNCACT_FARMER;TAX_FNCACT_SPORTSMAN;CORRUPTION;WB_2019_ANTI_CORRUPTION_LEGISLATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2020_BRIBERY_FRAUD_AND_COLLUSION;SCANDAL;RESIGNATION;MEDIA_MSM;TAX_FNCACT_SECRETARY;EPU_POLICY;EPU_POLICY_POLITICAL;TAX_FNCACT_ANALYST;CRISISLEX_CRISISLEXREC;TAX_FNCACT_OFFICIAL;TRIAL;TAX_FNCACT_ATTORNEY;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;LEGISLATION;EPU_POLICY_LAW;,['facebook inc'],"ENV_FISHERY,AGRICULTURE,CORRUPTION,TRIAL,RETIREMENT,SOC_GENERALCRIME,LEGISLATION",2023-04-17 12:00:00
516,4023,20230417120000,https://www.prnewswire.com/news-releases/c3-industries-and-lions--rabbits-announce-new-dispensary-mural-project-at-high-profiles-grant-michigan-location-301798474.html,8.13214739517154,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LIONS;TAX_WORLDMAMMALS_RABBITS;CRIME_ILLEGAL_DRUGS;DRUG_TRADE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_ARBOR;TAX_FNCACT;TAX_FNCACT_ARTISTS;TAX_FNCACT_ARTIST;GEN_HOLIDAY;TAX_WORLDMAMMALS_TIGERS;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT_SUPPORTER;WB_695_POVERTY;WB_701_JOBS_AND_POVERTY;WB_1170_JOB_CREATION_AND_JOB_OPPORTUNITIES;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT;TAX_FNCACT_LEADER;SCIENCE;SOC_INNOVATION;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_OFFICIAL;TAX_WORLDLANGUAGES_MASSACHUSETTS;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;,['instagram'],"CRIME_ILLEGAL_DRUGS,DRUG_TRADE,GEN_HOLIDAY,SCIENCE",2023-04-17 12:00:00
